SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141068,Byrne Creek Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141068,Byrne Creek Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242001,Maple Ridge Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,12,10,83
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242001,Maple Ridge Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,4,36
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242001,Maple Ridge Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,7,64
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242001,Maple Ridge Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242002,Garibaldi Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242002,Garibaldi Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242002,Garibaldi Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242002,Garibaldi Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242003,Pitt Meadows Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242003,Pitt Meadows Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,10,7,70
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242003,Pitt Meadows Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,10,9,90
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242003,Pitt Meadows Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,10,7,70
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242004,Westview Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242004,Westview Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242004,Westview Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242004,Westview Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242038,Thomas Haney Centre,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,18,17,94
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242038,Thomas Haney Centre,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,18,12,67
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242038,Thomas Haney Centre,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,18,18,100
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242038,Thomas Haney Centre,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,18,17,94
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242045,Samuel Robertson Technical Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,18,14,78
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242045,Samuel Robertson Technical Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,17,9,53
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242045,Samuel Robertson Technical Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,18,14,78
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242045,Samuel Robertson Technical Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,18,14,78
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343080,Dr. Charles Best Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,10,8,80
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343080,Dr. Charles Best Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,10,9,90
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343080,Dr. Charles Best Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,10,9,90
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343080,Dr. Charles Best Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,10,8,80
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343084,Montgomery Middle School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343084,Montgomery Middle School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343084,Montgomery Middle School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343084,Montgomery Middle School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343088,Port Moody Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,19,15,79
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343088,Port Moody Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,19,6,32
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343088,Port Moody Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,19,14,74
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343088,Port Moody Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,19,12,63
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343125,Gleneagle Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,79,57,72
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343125,Gleneagle Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,75,39,52
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343125,Gleneagle Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,77,49,64
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343125,Gleneagle Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,75,43,57
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343127,Heritage Woods Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,45,34,76
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343127,Heritage Woods Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,45,25,56
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343127,Heritage Woods Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,45,33,73
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343127,Heritage Woods Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,45,29,64
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343130,Pinetree Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,55,34,62
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343130,Pinetree Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,54,35,65
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343130,Pinetree Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,54,23,43
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343130,Pinetree Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,51,25,49
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343132,Riverside Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,24,18,75
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343132,Riverside Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,23,13,57
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343132,Riverside Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,24,19,79
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343132,Riverside Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,23,13,57
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,45,29,64
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,41,15,37
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,44,32,73
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,41,23,56
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444022,Argyle Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,40,26,65
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444022,Argyle Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,40,19,48
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444022,Argyle Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,40,26,65
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444022,Argyle Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,39,20,51
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444025,Handsworth Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,73,53,73
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444025,Handsworth Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,72,33,46
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444025,Handsworth Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,73,48,66
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444025,Handsworth Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,73,39,53
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444026,Windsor Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,37,31,84
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444026,Windsor Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,39,25,64
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444026,Windsor Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,39,28,72
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444026,Windsor Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,39,24,62
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444036,Carson Graham Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444036,Carson Graham Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444036,Carson Graham Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444036,Carson Graham Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444047,Seycove Secondary Community,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,51,37,73
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444047,Seycove Secondary Community,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,50,27,54
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444047,Seycove Secondary Community,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,51,36,71
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444047,Seycove Secondary Community,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,50,30,60
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545010,Sentinel Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,14,12,86
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545010,Sentinel Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,14,8,57
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545010,Sentinel Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,14,11,79
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545010,Sentinel Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,14,9,64
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545015,West Vancouver Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,65,51,78
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545015,West Vancouver Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,65,44,68
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545015,West Vancouver Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,63,47,75
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545015,West Vancouver Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,60,37,62
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545081,Rockridge Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,55,52,95
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545081,Rockridge Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,55,39,71
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545081,Rockridge Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,52,42,81
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545081,Rockridge Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,53,38,72
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646008,Elphinstone Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,20,15,75
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646008,Elphinstone Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,20,11,55
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646008,Elphinstone Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,19,17,89
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646008,Elphinstone Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,19,12,63
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646012,Pender Harbour Elem-Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,11,7,64
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646012,Pender Harbour Elem-Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,5,45
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646012,Pender Harbour Elem-Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,10,91
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646012,Pender Harbour Elem-Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646017,Chatelech Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646017,Chatelech Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,3,27
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646017,Chatelech Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,5,45
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646017,Chatelech Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,10,6,60
2010/2011,SCHOOL LEVEL,BC Public School,47,Powell River,4747021,Brooks Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,14,6,43
2010/2011,SCHOOL LEVEL,BC Public School,47,Powell River,4747021,Brooks Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,14,6,43
2010/2011,SCHOOL LEVEL,BC Public School,47,Powell River,4747021,Brooks Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,14,9,64
2010/2011,SCHOOL LEVEL,BC Public School,47,Powell River,4747021,Brooks Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,14,5,36
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848004,Howe Sound Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,22,15,68
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848004,Howe Sound Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,22,7,32
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848004,Howe Sound Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,22,14,64
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848004,Howe Sound Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,22,9,41
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848016,Don Ross Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848016,Don Ross Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848016,Don Ross Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848016,Don Ross Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848021,Pemberton Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848021,Pemberton Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848021,Pemberton Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848021,Pemberton Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848022,Whistler Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,13,8,62
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848022,Whistler Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,13,6,46
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848022,Whistler Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,12,5,42
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848022,Whistler Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,13,7,54
2010/2011,SCHOOL LEVEL,BC Public School,49,Central Coast,4949002,Sir Alexander Mackenzie Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,49,Central Coast,4949002,Sir Alexander Mackenzie Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,49,Central Coast,4949002,Sir Alexander Mackenzie Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,49,Central Coast,4949002,Sir Alexander Mackenzie Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,50,Haida Gwaii,5050001,George M Dawson Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,50,Haida Gwaii,5050001,George M Dawson Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,50,Haida Gwaii,5050001,George M Dawson Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
